Population Definition Reported,Cell Number Unit,Count,Unique_Studies,Unique_Patients,Unique_Timepoints,Timepoints_List,Study_IDs_List
"singlet, CD3+, viable[live/dead stain], CD4+, CD127-, CD25+, CD45RO+, CD39-",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7-, CD27-, CD28+",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7+",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7-, CD27+, CD28-",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7+",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7-, CD27+, CD28+",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7-",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7+, CD27+, CD28+",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7+, CD27+, CD28+",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7+, CD27+, CD28-",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7+, CD27+, CD28-",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7+, CD27-, CD28+",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3-, viable[live/dead stain], CD56+, CD16+",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD127-, CD25+, CD45RO+, HLA-DR-",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7+, CD27-, CD28+",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD127-, CD25+, CD45RO+, HLA-DR+",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD127-, CD25+, CD45RO+, FoxP3-",cells/ul,198,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7+, EOMES+, T-bet-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7+, EOMES+, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7+, EOMES-, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7+, Ki67-, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7-, EOMES+, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7+, Ki67+, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
CD45+CD3+CD4+CD8- CD161+IL21+,percentage,197,1,56,4,"-7.0, 0.0, 7.0, 70.0",80
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7+, Ki67+, HLA-DR-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7-, EOMES-, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7-, EOMES+, T-bet-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7-, Ki67+, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7-, EOMES-, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7-, Ki67+, HLA-DR-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA-, CCR7-, Ki67-, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA+, CCR7-, EOMES+, T-bet-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA+, CCR7-, EOMES-, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA+, CCR7-, Ki67+, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA+, CCR7+, Ki67-, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA+, CCR7-, Ki67+, HLA-DR-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA+, CCR7+, Ki67+, HLA-DR-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA+, CCR7-, Ki67-, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA+, CCR7+, Ki67+, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7-, Ki67-, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7-, Ki67+, HLA-DR-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7-, Ki67+, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7-, EOMES-, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7-, EOMES+, T-bet-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7-, EOMES+, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7+, EOMES+, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7+, EOMES+, T-bet-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7+, Ki67-, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7+, Ki67+, HLA-DR-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4+, CD8-, CD45RA+, CCR7+, Ki67+, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7+, EOMES-, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7+, Ki67+, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7+, Ki67+, HLA-DR-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7+, Ki67-, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7-, EOMES+, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7-, EOMES+, T-bet-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA+, CCR7-, EOMES+, T-bet+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7-, Ki67+, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7-, Ki67+, HLA-DR-",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"singlet, CD3+, viable[live/dead stain], CD4-, CD8+, CD45RA-, CCR7-, Ki67-, HLA-DR+",cells/ul,197,1,53,7,"0.0, 2.0, 28.0, 7.0, 3.0, 35.0, 4.0",404
"CD45+/CD3+/CD4/TFH/17,Freq. of,TFH",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/TFH/1/ICOS,Freq. of,1",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14+CD16+/CD86+,Freq. of,CD14+CD16+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/Q8: CD45RA,, CD4,Freq. of,Q3: BDCA-2+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q2: CD16+,, CD11b+,Freq. of,Neutr",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/CM,Freq. of,CD4",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+,Freq. of,CD45+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"Lymp/CD3-/CD56-CD16+,Freq. of,Lymp",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"Lymp/CD3-/CD56br,Freq. of,Lymp",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"Lymp/CD3-/CD56diCD16+,Freq. of,Lymp",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"Lymp/CD3-/CD56diCD16-,Freq. of,Lymp",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/2-grans/Neu-CD45/Neutr,Freq. of,2-WBC",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q1: CD16,, CD11b+,Freq. of,Neutr",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q2: CD16+,, CD11b+/CD62L+,Freq. of,Q2: CD16+, CD11b+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14+CD16-/CD11b+,Freq. of,CD14+CD16-",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q2: CD16+,, CD11b+/CD62L-,Freq. of,Q2: CD16+, CD11b+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q3: CD16+,, CD11b,Freq. of,Neutr",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q4: CD16,, CD11b,Freq. of,Neutr",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos,Freq. of,2-WBC",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14+CD16+,Freq. of,monos",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14+CD16+/CD11b+,Freq. of,CD14+CD16+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14+CD16+/CD40+,Freq. of,CD14+CD16+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14+CD16+/CD62L+,Freq. of,CD14+CD16+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/EM,Freq. of,CD4",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/ICOS,Freq. of,CD4",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/Naive,Freq. of,CD4",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/TFH,Freq. of,CD4",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/TFH/17/ICOS,Freq. of,17",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/TFH/2,Freq. of,TFH",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/TFH/2/ICOS,Freq. of,2",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/TFH/ICOS,Freq. of,TFH",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/TFH/Q2: CCR6+,, CXCR3+,Freq. of,TFH",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/TFH/Q2: CCR6+,, CXCR3+/ICOS,Freq. of,Q2: CCR6+, CXCR3+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/Teff,Freq. of,CD4",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/Q7: CD45RA+,, CD4,Freq. of,Q3: BDCA-2+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/non TFH/1,Freq. of,CD4",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/non TFH/1/ICOS,Freq. of,1",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/non TFH/17/ICOS,Freq. of,17",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/non TFH/2/ICOS,Freq. of,2",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/non TFH/Q2: CCR6+,, CXCR3+,Freq. of,CD4",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/non TFH/Q2: CCR6+,, CXCR3+/ICOS,Freq. of,Q2: CCR6+, CXCR3+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD8,Freq. of,CD45+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD8/ICOS,Freq. of,CD8",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/TFH/1,Freq. of,TFH",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14+CD16-,Freq. of,monos",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"CD45+/CD3+/CD4/non TFH,Freq. of,CD4",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14+CD16-/CD40+,Freq. of,CD14+CD16-",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/CD25+,Freq. of,CD4+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/FoxP3+,Freq. of,CD4+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/CD25+,Freq. of,CD8+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/CTLA4+,Freq. of,CD8+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/FoxP3+,Freq. of,CD8+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/CD11c+,Freq. of,sWBC",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/CD123+,Freq. of,sWBC",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+,Freq. of,sWBC",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/CD2+,Freq. of,Q1: BDCA-1+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/CD2-,Freq. of,Q1: BDCA-1+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/Q5: CD45RA,, CD4+,Freq. of,Q1: BDCA-1+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/Q6: CD45RA+,, CD4+,Freq. of,Q1: BDCA-1+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/Q7: CD45RA+,, CD4,Freq. of,Q1: BDCA-1+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q1: BDCA-1+/Q8: CD45RA,, CD4,Freq. of,Q1: BDCA-1+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+,Freq. of,sWBC",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/CD2-,Freq. of,Q3: BDCA-2+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/Q5: CD45RA,, CD4+,Freq. of,Q3: BDCA-2+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/Q6: CD45RA+,, CD4+,Freq. of,Q3: BDCA-2+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/CTLA4+,Freq. of,CD4+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sWBC/lymono/Lin2-Dr+/Q3: BDCA-2+/CD2+,Freq. of,Q3: BDCA-2+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/CD19+SCC/CD19+/nQ4: CD27,, IgD,Freq. of,CD19+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/CD19+SCC/CD19+,Freq. of,WBC",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/CD19+SCC/CD19+/nQ3: CD27+,, IgD,Freq. of,CD19+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14+CD16-/CD62L+,Freq. of,CD14+CD16-",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14+CD16-/CD86+,Freq. of,CD14+CD16-",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14dimCD16+/CD11b+,Freq. of,CD14dimCD16+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
